gauntlet: agent@engine vs agent@checkpoints/item5 | SPRT elo0=0.0 elo1=8.0 alpha=0.025 beta=0.025 max_games=1500 | 10000ms+100ms | 3 workers
   1 games  +0 =1 -0   -0 Elo +/- 0   3fold=1 (100%)   133s      mean=0.500 LLR=+0.00 [CONTINUE]
 837 games  +245 =361 -231   +6 Elo +/- 18   3fold=279 (33%)   8977s      mean=0.508 LLR=+0.18 [CONTINUE]
 838 games  +245 =361 -232   +5 Elo +/- 18   3fold=279 (33%)   8992s      mean=0.508 LLR=+0.14 [CONTINUE]
 839 games  +245 =362 -232   +5 Elo +/- 18   3fold=280 (33%)   8999s      mean=0.508 LLR=+0.14 [CONTINUE]
 840 games  +245 =362 -233   +5 Elo +/- 18   3fold=280 (33%)   9014s      mean=0.507 LLR=+0.09 [CONTINUE]
 841 games  +246 =362 -233   +5 Elo +/- 18   3fold=280 (33%)   9020s      mean=0.508 LLR=+0.13 [CONTINUE]
 842 games  +247 =362 -233   +6 Elo +/- 18   3fold=280 (33%)   9035s      mean=0.508 LLR=+0.17 [CONTINUE]
 843 games  +247 =363 -233   +6 Elo +/- 18   3fold=281 (33%)   9051s      mean=0.508 LLR=+0.17 [CONTINUE]
 844 games  +247 =364 -233   +6 Elo +/- 18   3fold=282 (33%)   9056s      mean=0.508 LLR=+0.17 [CONTINUE]
 845 games  +248 =364 -233   +6 Elo +/- 18   3fold=282 (33%)   9068s      mean=0.509 LLR=+0.21 [CONTINUE]
 846 games  +248 =365 -233   +6 Elo +/- 18   3fold=283 (33%)   9081s      mean=0.509 LLR=+0.21 [CONTINUE]
 847 games  +248 =366 -233   +6 Elo +/- 18   3fold=284 (34%)   9083s      mean=0.509 LLR=+0.21 [CONTINUE]
 848 games  +248 =367 -233   +6 Elo +/- 18   3fold=285 (34%)   9101s      mean=0.509 LLR=+0.21 [CONTINUE]
 849 games  +248 =368 -233   +6 Elo +/- 18   3fold=285 (34%)   9117s      mean=0.509 LLR=+0.21 [CONTINUE]
 850 games  +248 =369 -233   +6 Elo +/- 18   3fold=286 (34%)   9120s      mean=0.509 LLR=+0.21 [CONTINUE]
 851 games  +248 =369 -234   +6 Elo +/- 18   3fold=286 (34%)   9131s      mean=0.508 LLR=+0.17 [CONTINUE]
 852 games  +249 =369 -234   +6 Elo +/- 18   3fold=286 (34%)   9145s      mean=0.509 LLR=+0.21 [CONTINUE]
 853 games  +249 =370 -234   +6 Elo +/- 18   3fold=286 (34%)   9153s      mean=0.509 LLR=+0.21 [CONTINUE]
 854 games  +249 =371 -234   +6 Elo +/- 18   3fold=287 (34%)   9167s      mean=0.509 LLR=+0.21 [CONTINUE]
 855 games  +250 =371 -234   +7 Elo +/- 18   3fold=287 (34%)   9175s      mean=0.509 LLR=+0.25 [CONTINUE]
 856 games  +250 =372 -234   +6 Elo +/- 18   3fold=288 (34%)   9181s      mean=0.509 LLR=+0.25 [CONTINUE]
 857 games  +250 =372 -235   +6 Elo +/- 18   3fold=288 (34%)   9195s      mean=0.509 LLR=+0.21 [CONTINUE]
 858 games  +251 =372 -235   +6 Elo +/- 18   3fold=288 (34%)   9208s      mean=0.509 LLR=+0.25 [CONTINUE]
 859 games  +251 =372 -236   +6 Elo +/- 18   3fold=288 (34%)   9212s      mean=0.509 LLR=+0.21 [CONTINUE]
 860 games  +251 =372 -237   +6 Elo +/- 18   3fold=288 (33%)   9228s      mean=0.508 LLR=+0.17 [CONTINUE]
 861 games  +251 =372 -238   +5 Elo +/- 18   3fold=288 (33%)   9242s      mean=0.508 LLR=+0.13 [CONTINUE]
 862 games  +251 =372 -239   +5 Elo +/- 18   3fold=288 (33%)   9243s      mean=0.507 LLR=+0.08 [CONTINUE]
 863 games  +251 =373 -239   +5 Elo +/- 17   3fold=289 (33%)   9265s      mean=0.507 LLR=+0.08 [CONTINUE]
 864 games  +251 =373 -240   +4 Elo +/- 17   3fold=289 (33%)   9267s      mean=0.506 LLR=+0.04 [CONTINUE]
 865 games  +251 =374 -240   +4 Elo +/- 17   3fold=289 (33%)   9286s      mean=0.506 LLR=+0.04 [CONTINUE]
 866 games  +251 =374 -241   +4 Elo +/- 17   3fold=289 (33%)   9296s      mean=0.506 LLR=+0.00 [CONTINUE]
 867 games  +252 =374 -241   +4 Elo +/- 17   3fold=289 (33%)   9297s      mean=0.506 LLR=+0.04 [CONTINUE]
 868 games  +252 =375 -241   +4 Elo +/- 17   3fold=290 (33%)   9313s      mean=0.506 LLR=+0.04 [CONTINUE]
 869 games  +252 =376 -241   +4 Elo +/- 17   3fold=291 (33%)   9326s      mean=0.506 LLR=+0.04 [CONTINUE]
 870 games  +252 =376 -242   +4 Elo +/- 17   3fold=291 (33%)   9327s      mean=0.506 LLR=-0.00 [CONTINUE]
 871 games  +252 =377 -242   +4 Elo +/- 17   3fold=292 (34%)   9353s      mean=0.506 LLR=-0.00 [CONTINUE]
 872 games  +252 =378 -242   +4 Elo +/- 17   3fold=293 (34%)   9358s      mean=0.506 LLR=-0.00 [CONTINUE]
 873 games  +252 =379 -242   +4 Elo +/- 17   3fold=294 (34%)   9361s      mean=0.506 LLR=-0.00 [CONTINUE]
 874 games  +252 =379 -243   +4 Elo +/- 17   3fold=294 (34%)   9386s      mean=0.505 LLR=-0.04 [CONTINUE]
 875 games  +252 =380 -243   +4 Elo +/- 17   3fold=295 (34%)   9388s      mean=0.505 LLR=-0.04 [CONTINUE]
 876 games  +253 =380 -243   +4 Elo +/- 17   3fold=295 (34%)   9392s      mean=0.506 LLR=-0.00 [CONTINUE]
 877 games  +253 =381 -243   +4 Elo +/- 17   3fold=296 (34%)   9415s      mean=0.506 LLR=-0.00 [CONTINUE]
 878 games  +253 =382 -243   +4 Elo +/- 17   3fold=296 (34%)   9419s      mean=0.506 LLR=-0.00 [CONTINUE]
 879 games  +253 =382 -244   +4 Elo +/- 17   3fold=296 (34%)   9424s      mean=0.505 LLR=-0.05 [CONTINUE]
*** ANOMALY ***  crash:agent died as white (0-1) -- caused by agent@engine
