gauntlet: agent@engine vs agent@checkpoints/repfix2 | SPRT elo0=0.0 elo1=8.0 alpha=0.025 beta=0.025 max_games=3000 | 10000ms+100ms | 3 workers
   1 games  +0 =1 -0   -0 Elo +/- 0   3fold=1 (100%)   125s      mean=0.500 LLR=+0.00 [CONTINUE]
 837 games  +272 =342 -223   +20 Elo +/- 18   3fold=256 (31%)   8981s      mean=0.529 LLR=+1.54 [CONTINUE]
 838 games  +273 =342 -223   +21 Elo +/- 18   3fold=256 (31%)   8991s      mean=0.530 LLR=+1.58 [CONTINUE]
 839 games  +273 =342 -224   +20 Elo +/- 18   3fold=256 (31%)   9008s      mean=0.529 LLR=+1.54 [CONTINUE]
 840 games  +273 =342 -225   +20 Elo +/- 18   3fold=256 (30%)   9011s      mean=0.529 LLR=+1.50 [CONTINUE]
 841 games  +273 =343 -225   +20 Elo +/- 18   3fold=257 (31%)   9022s      mean=0.529 LLR=+1.50 [CONTINUE]
 842 games  +273 =344 -225   +20 Elo +/- 18   3fold=258 (31%)   9036s      mean=0.529 LLR=+1.50 [CONTINUE]
 843 games  +273 =345 -225   +20 Elo +/- 18   3fold=259 (31%)   9038s      mean=0.528 LLR=+1.50 [CONTINUE]
 844 games  +273 =345 -226   +19 Elo +/- 18   3fold=259 (31%)   9055s      mean=0.528 LLR=+1.46 [CONTINUE]
 845 games  +273 =346 -226   +19 Elo +/- 18   3fold=260 (31%)   9065s      mean=0.528 LLR=+1.46 [CONTINUE]
 846 games  +273 =347 -226   +19 Elo +/- 18   3fold=260 (31%)   9071s      mean=0.528 LLR=+1.46 [CONTINUE]
 847 games  +274 =347 -226   +20 Elo +/- 18   3fold=260 (31%)   9094s      mean=0.528 LLR=+1.50 [CONTINUE]
 848 games  +274 =347 -227   +19 Elo +/- 18   3fold=260 (31%)   9098s      mean=0.528 LLR=+1.46 [CONTINUE]
 849 games  +274 =347 -228   +19 Elo +/- 18   3fold=260 (31%)   9102s      mean=0.527 LLR=+1.42 [CONTINUE]
 850 games  +275 =347 -228   +19 Elo +/- 18   3fold=260 (31%)   9128s      mean=0.528 LLR=+1.46 [CONTINUE]
 851 games  +276 =347 -228   +20 Elo +/- 18   3fold=260 (31%)   9131s      mean=0.528 LLR=+1.49 [CONTINUE]
 852 games  +276 =348 -228   +20 Elo +/- 18   3fold=260 (31%)   9146s      mean=0.528 LLR=+1.49 [CONTINUE]
 853 games  +276 =348 -229   +19 Elo +/- 18   3fold=260 (30%)   9159s      mean=0.528 LLR=+1.45 [CONTINUE]
 854 games  +277 =348 -229   +20 Elo +/- 18   3fold=260 (30%)   9171s      mean=0.528 LLR=+1.49 [CONTINUE]
 855 games  +277 =348 -230   +19 Elo +/- 18   3fold=260 (30%)   9172s      mean=0.527 LLR=+1.45 [CONTINUE]
 856 games  +277 =349 -230   +19 Elo +/- 18   3fold=261 (30%)   9187s      mean=0.527 LLR=+1.45 [CONTINUE]
 857 games  +277 =349 -231   +19 Elo +/- 18   3fold=261 (30%)   9201s      mean=0.527 LLR=+1.41 [CONTINUE]
 858 games  +277 =349 -232   +18 Elo +/- 18   3fold=261 (30%)   9203s      mean=0.526 LLR=+1.37 [CONTINUE]
 859 games  +277 =350 -232   +18 Elo +/- 18   3fold=262 (31%)   9217s      mean=0.526 LLR=+1.37 [CONTINUE]
 860 games  +277 =351 -232   +18 Elo +/- 18   3fold=262 (30%)   9233s      mean=0.526 LLR=+1.37 [CONTINUE]
 861 games  +277 =352 -232   +18 Elo +/- 18   3fold=262 (30%)   9244s      mean=0.526 LLR=+1.37 [CONTINUE]
 862 games  +277 =352 -233   +18 Elo +/- 18   3fold=262 (30%)   9249s      mean=0.526 LLR=+1.33 [CONTINUE]
 863 games  +278 =352 -233   +18 Elo +/- 18   3fold=262 (30%)   9264s      mean=0.526 LLR=+1.37 [CONTINUE]
 864 games  +279 =352 -233   +19 Elo +/- 18   3fold=262 (30%)   9277s      mean=0.527 LLR=+1.41 [CONTINUE]
 865 games  +279 =352 -234   +18 Elo +/- 18   3fold=262 (30%)   9278s      mean=0.526 LLR=+1.37 [CONTINUE]
 866 games  +279 =352 -235   +18 Elo +/- 18   3fold=262 (30%)   9296s      mean=0.525 LLR=+1.33 [CONTINUE]
 867 games  +279 =353 -235   +18 Elo +/- 18   3fold=263 (30%)   9304s      mean=0.525 LLR=+1.33 [CONTINUE]
 868 games  +279 =354 -235   +18 Elo +/- 18   3fold=264 (30%)   9310s      mean=0.525 LLR=+1.33 [CONTINUE]
 869 games  +279 =354 -236   +17 Elo +/- 18   3fold=264 (30%)   9325s      mean=0.525 LLR=+1.29 [CONTINUE]
 870 games  +279 =355 -236   +17 Elo +/- 18   3fold=265 (30%)   9329s      mean=0.525 LLR=+1.29 [CONTINUE]
 871 games  +279 =356 -236   +17 Elo +/- 18   3fold=266 (31%)   9340s      mean=0.525 LLR=+1.29 [CONTINUE]
 872 games  +279 =356 -237   +17 Elo +/- 18   3fold=266 (31%)   9355s      mean=0.524 LLR=+1.25 [CONTINUE]
 873 games  +279 =357 -237   +17 Elo +/- 18   3fold=267 (31%)   9365s      mean=0.524 LLR=+1.25 [CONTINUE]
 874 games  +279 =358 -237   +17 Elo +/- 18   3fold=268 (31%)   9372s      mean=0.524 LLR=+1.25 [CONTINUE]
 875 games  +279 =359 -237   +17 Elo +/- 18   3fold=269 (31%)   9388s      mean=0.524 LLR=+1.25 [CONTINUE]
 876 games  +279 =360 -237   +17 Elo +/- 18   3fold=270 (31%)   9392s      mean=0.524 LLR=+1.25 [CONTINUE]
 877 games  +280 =360 -237   +17 Elo +/- 18   3fold=270 (31%)   9404s      mean=0.525 LLR=+1.29 [CONTINUE]
 878 games  +280 =360 -238   +17 Elo +/- 18   3fold=270 (31%)   9416s      mean=0.524 LLR=+1.25 [CONTINUE]
 879 games  +280 =361 -238   +17 Elo +/- 18   3fold=271 (31%)   9430s      mean=0.524 LLR=+1.25 [CONTINUE]
 880 games  +281 =361 -238   +17 Elo +/- 18   3fold=271 (31%)   9434s      mean=0.524 LLR=+1.29 [CONTINUE]
 881 games  +281 =361 -239   +17 Elo +/- 18   3fold=271 (31%)   9446s      mean=0.524 LLR=+1.25 [CONTINUE]
 882 games  +281 =362 -239   +17 Elo +/- 18   3fold=272 (31%)   9460s      mean=0.524 LLR=+1.25 [CONTINUE]
 883 games  +281 =363 -239   +17 Elo +/- 18   3fold=273 (31%)   9462s      mean=0.524 LLR=+1.25 [CONTINUE]
 884 games  +281 =364 -239   +17 Elo +/- 18   3fold=274 (31%)   9474s      mean=0.524 LLR=+1.25 [CONTINUE]
 885 games  +281 =364 -240   +16 Elo +/- 18   3fold=274 (31%)   9491s      mean=0.523 LLR=+1.21 [CONTINUE]
 886 games  +281 =365 -240   +16 Elo +/- 18   3fold=275 (31%)   9502s      mean=0.523 LLR=+1.21 [CONTINUE]
 887 games  +281 =366 -240   +16 Elo +/- 18   3fold=275 (31%)   9505s      mean=0.523 LLR=+1.21 [CONTINUE]
 888 games  +281 =367 -240   +16 Elo +/- 18   3fold=275 (31%)   9523s      mean=0.523 LLR=+1.21 [CONTINUE]
 889 games  +282 =367 -240   +16 Elo +/- 18   3fold=275 (31%)   9530s      mean=0.524 LLR=+1.25 [CONTINUE]
 890 games  +283 =367 -240   +17 Elo +/- 18   3fold=275 (31%)   9539s      mean=0.524 LLR=+1.29 [CONTINUE]
 891 games  +283 =368 -240   +17 Elo +/- 17   3fold=276 (31%)   9552s      mean=0.524 LLR=+1.29 [CONTINUE]
 892 games  +284 =368 -240   +17 Elo +/- 17   3fold=276 (31%)   9561s      mean=0.525 LLR=+1.33 [CONTINUE]
 893 games  +284 =369 -240   +17 Elo +/- 17   3fold=277 (31%)   9569s      mean=0.525 LLR=+1.33 [CONTINUE]
 894 games  +284 =369 -241   +17 Elo +/- 17   3fold=277 (31%)   9585s      mean=0.524 LLR=+1.29 [CONTINUE]
 895 games  +284 =369 -242   +16 Elo +/- 17   3fold=277 (31%)   9590s      mean=0.523 LLR=+1.25 [CONTINUE]
 896 games  +285 =369 -242   +17 Elo +/- 17   3fold=277 (31%)   9602s      mean=0.524 LLR=+1.28 [CONTINUE]
 897 games  +285 =369 -243   +16 Elo +/- 17   3fold=277 (31%)   9615s      mean=0.523 LLR=+1.24 [CONTINUE]
 898 games  +286 =369 -243   +17 Elo +/- 17   3fold=277 (31%)   9621s      mean=0.524 LLR=+1.28 [CONTINUE]
 899 games  +286 =370 -243   +17 Elo +/- 17   3fold=278 (31%)   9633s      mean=0.524 LLR=+1.28 [CONTINUE]
 900 games  +286 =370 -244   +16 Elo +/- 17   3fold=278 (31%)   9650s      mean=0.523 LLR=+1.24 [CONTINUE]
 901 games  +286 =370 -245   +16 Elo +/- 17   3fold=278 (31%)   9654s      mean=0.523 LLR=+1.20 [CONTINUE]
 902 games  +286 =371 -245   +16 Elo +/- 17   3fold=279 (31%)   9660s      mean=0.523 LLR=+1.20 [CONTINUE]
 903 games  +287 =371 -245   +16 Elo +/- 17   3fold=279 (31%)   9686s      mean=0.523 LLR=+1.24 [CONTINUE]
 904 games  +287 =371 -246   +16 Elo +/- 17   3fold=279 (31%)   9687s      mean=0.523 LLR=+1.20 [CONTINUE]
 905 games  +287 =371 -247   +15 Elo +/- 17   3fold=279 (31%)   9692s      mean=0.522 LLR=+1.16 [CONTINUE]
 906 games  +287 =372 -247   +15 Elo +/- 17   3fold=279 (31%)   9716s      mean=0.522 LLR=+1.16 [CONTINUE]
 907 games  +287 =373 -247   +15 Elo +/- 17   3fold=280 (31%)   9721s      mean=0.522 LLR=+1.16 [CONTINUE]
 908 games  +287 =374 -247   +15 Elo +/- 17   3fold=281 (31%)   9721s      mean=0.522 LLR=+1.16 [CONTINUE]
 909 games  +288 =374 -247   +16 Elo +/- 17   3fold=281 (31%)   9746s      mean=0.523 LLR=+1.20 [CONTINUE]
 910 games  +288 =375 -247   +16 Elo +/- 17   3fold=282 (31%)   9754s      mean=0.523 LLR=+1.20 [CONTINUE]
 911 games  +289 =375 -247   +16 Elo +/- 17   3fold=282 (31%)   9755s      mean=0.523 LLR=+1.24 [CONTINUE]
 912 games  +289 =376 -247   +16 Elo +/- 17   3fold=283 (31%)   9777s      mean=0.523 LLR=+1.24 [CONTINUE]
 913 games  +290 =376 -247   +16 Elo +/- 17   3fold=283 (31%)   9787s      mean=0.524 LLR=+1.28 [CONTINUE]
 914 games  +290 =377 -247   +16 Elo +/- 17   3fold=283 (31%)   9801s      mean=0.524 LLR=+1.28 [CONTINUE]
 915 games  +291 =377 -247   +17 Elo +/- 17   3fold=283 (31%)   9808s      mean=0.524 LLR=+1.32 [CONTINUE]
 916 games  +292 =377 -247   +17 Elo +/- 17   3fold=283 (31%)   9818s      mean=0.525 LLR=+1.35 [CONTINUE]
 917 games  +292 =378 -247   +17 Elo +/- 17   3fold=284 (31%)   9835s      mean=0.525 LLR=+1.35 [CONTINUE]
 918 games  +292 =379 -247   +17 Elo +/- 17   3fold=284 (31%)   9843s      mean=0.525 LLR=+1.36 [CONTINUE]
 919 games  +292 =379 -248   +17 Elo +/- 17   3fold=284 (31%)   9853s      mean=0.524 LLR=+1.31 [CONTINUE]
 920 games  +293 =379 -248   +17 Elo +/- 17   3fold=284 (31%)   9868s      mean=0.524 LLR=+1.35 [CONTINUE]
 921 games  +294 =379 -248   +17 Elo +/- 17   3fold=284 (31%)   9877s      mean=0.525 LLR=+1.39 [CONTINUE]
 922 games  +294 =380 -248   +17 Elo +/- 17   3fold=284 (31%)   9883s      mean=0.525 LLR=+1.39 [CONTINUE]
 923 games  +295 =380 -248   +18 Elo +/- 17   3fold=284 (31%)   9896s      mean=0.525 LLR=+1.43 [CONTINUE]
 924 games  +295 =381 -248   +18 Elo +/- 17   3fold=285 (31%)   9906s      mean=0.525 LLR=+1.43 [CONTINUE]
 925 games  +295 =382 -248   +18 Elo +/- 17   3fold=286 (31%)   9913s      mean=0.525 LLR=+1.43 [CONTINUE]
 926 games  +296 =382 -248   +18 Elo +/- 17   3fold=286 (31%)   9928s      mean=0.526 LLR=+1.47 [CONTINUE]
 927 games  +297 =382 -248   +18 Elo +/- 17   3fold=286 (31%)   9943s      mean=0.526 LLR=+1.51 [CONTINUE]
 928 games  +297 =382 -249   +18 Elo +/- 17   3fold=286 (31%)   9944s      mean=0.526 LLR=+1.47 [CONTINUE]
 929 games  +298 =382 -249   +18 Elo +/- 17   3fold=286 (31%)   9960s      mean=0.526 LLR=+1.50 [CONTINUE]
 930 games  +298 =383 -249   +18 Elo +/- 17   3fold=287 (31%)   9971s      mean=0.526 LLR=+1.51 [CONTINUE]
 931 games  +299 =383 -249   +19 Elo +/- 17   3fold=287 (31%)   9974s      mean=0.527 LLR=+1.54 [CONTINUE]
 932 games  +299 =383 -250   +18 Elo +/- 17   3fold=287 (31%)   9994s      mean=0.526 LLR=+1.50 [CONTINUE]
 933 games  +299 =383 -251   +18 Elo +/- 17   3fold=287 (31%)   10000s      mean=0.526 LLR=+1.46 [CONTINUE]
 934 games  +299 =383 -252   +17 Elo +/- 17   3fold=287 (31%)   10006s      mean=0.525 LLR=+1.42 [CONTINUE]
 935 games  +299 =384 -252   +17 Elo +/- 17   3fold=288 (31%)   10020s      mean=0.525 LLR=+1.42 [CONTINUE]
 936 games  +300 =384 -252   +18 Elo +/- 17   3fold=288 (31%)   10030s      mean=0.526 LLR=+1.46 [CONTINUE]
 937 games  +300 =384 -253   +17 Elo +/- 17   3fold=288 (31%)   10038s      mean=0.525 LLR=+1.42 [CONTINUE]
 938 games  +300 =385 -253   +17 Elo +/- 17   3fold=289 (31%)   10054s      mean=0.525 LLR=+1.42 [CONTINUE]
 939 games  +300 =386 -253   +17 Elo +/- 17   3fold=290 (31%)   10062s      mean=0.525 LLR=+1.42 [CONTINUE]
 940 games  +301 =386 -253   +18 Elo +/- 17   3fold=290 (31%)   10069s      mean=0.526 LLR=+1.46 [CONTINUE]
 941 games  +301 =387 -253   +18 Elo +/- 17   3fold=291 (31%)   10083s      mean=0.526 LLR=+1.46 [CONTINUE]
 942 games  +301 =388 -253   +18 Elo +/- 17   3fold=292 (31%)   10093s      mean=0.525 LLR=+1.46 [CONTINUE]
 943 games  +301 =389 -253   +18 Elo +/- 17   3fold=292 (31%)   10096s      mean=0.525 LLR=+1.46 [CONTINUE]
 944 games  +301 =389 -254   +17 Elo +/- 17   3fold=292 (31%)   10122s      mean=0.525 LLR=+1.42 [CONTINUE]
 945 games  +301 =390 -254   +17 Elo +/- 17   3fold=292 (31%)   10124s      mean=0.525 LLR=+1.42 [CONTINUE]
 946 games  +301 =391 -254   +17 Elo +/- 17   3fold=292 (31%)   10131s      mean=0.525 LLR=+1.42 [CONTINUE]
 947 games  +301 =391 -255   +17 Elo +/- 17   3fold=292 (31%)   10157s      mean=0.524 LLR=+1.38 [CONTINUE]
 948 games  +301 =391 -256   +17 Elo +/- 17   3fold=292 (31%)   10159s      mean=0.524 LLR=+1.34 [CONTINUE]
 949 games  +301 =391 -257   +16 Elo +/- 17   3fold=292 (31%)   10163s      mean=0.523 LLR=+1.30 [CONTINUE]
 950 games  +302 =391 -257   +16 Elo +/- 17   3fold=292 (31%)   10188s      mean=0.524 LLR=+1.34 [CONTINUE]
 951 games  +302 =392 -257   +16 Elo +/- 17   3fold=293 (31%)   10196s      mean=0.524 LLR=+1.34 [CONTINUE]
 952 games  +303 =392 -257   +17 Elo +/- 17   3fold=293 (31%)   10197s      mean=0.524 LLR=+1.38 [CONTINUE]
 953 games  +304 =392 -257   +17 Elo +/- 17   3fold=293 (31%)   10218s      mean=0.525 LLR=+1.41 [CONTINUE]
 954 games  +304 =392 -258   +17 Elo +/- 17   3fold=293 (31%)   10230s      mean=0.524 LLR=+1.37 [CONTINUE]
 955 games  +304 =393 -258   +17 Elo +/- 17   3fold=294 (31%)   10232s      mean=0.524 LLR=+1.37 [CONTINUE]
 956 games  +304 =393 -259   +16 Elo +/- 17   3fold=294 (31%)   10247s      mean=0.524 LLR=+1.33 [CONTINUE]
 957 games  +305 =393 -259   +17 Elo +/- 17   3fold=294 (31%)   10260s      mean=0.524 LLR=+1.37 [CONTINUE]
 958 games  +306 =393 -259   +17 Elo +/- 17   3fold=294 (31%)   10272s      mean=0.525 LLR=+1.41 [CONTINUE]
 959 games  +306 =393 -260   +17 Elo +/- 17   3fold=294 (31%)   10278s      mean=0.524 LLR=+1.37 [CONTINUE]
 960 games  +306 =394 -260   +17 Elo +/- 17   3fold=295 (31%)   10293s      mean=0.524 LLR=+1.37 [CONTINUE]
 961 games  +306 =394 -261   +16 Elo +/- 17   3fold=295 (31%)   10301s      mean=0.523 LLR=+1.33 [CONTINUE]
 962 games  +307 =394 -261   +17 Elo +/- 17   3fold=295 (31%)   10324s      mean=0.524 LLR=+1.37 [CONTINUE]
 963 games  +307 =394 -262   +16 Elo +/- 17   3fold=295 (31%)   10325s      mean=0.523 LLR=+1.33 [CONTINUE]
 964 games  +308 =394 -262   +17 Elo +/- 17   3fold=295 (31%)   10330s      mean=0.524 LLR=+1.36 [CONTINUE]
 965 games  +309 =394 -262   +17 Elo +/- 17   3fold=295 (31%)   10357s      mean=0.524 LLR=+1.40 [CONTINUE]
 966 games  +309 =395 -262   +17 Elo +/- 17   3fold=296 (31%)   10359s      mean=0.524 LLR=+1.40 [CONTINUE]
 967 games  +310 =395 -262   +17 Elo +/- 17   3fold=296 (31%)   10360s      mean=0.525 LLR=+1.44 [CONTINUE]
 968 games  +310 =395 -263   +17 Elo +/- 17   3fold=296 (31%)   10390s      mean=0.524 LLR=+1.40 [CONTINUE]
 969 games  +310 =395 -264   +17 Elo +/- 17   3fold=296 (31%)   10393s      mean=0.524 LLR=+1.36 [CONTINUE]
 970 games  +310 =396 -264   +16 Elo +/- 17   3fold=296 (31%)   10400s      mean=0.524 LLR=+1.36 [CONTINUE]
 971 games  +310 =396 -265   +16 Elo +/- 17   3fold=296 (30%)   10422s      mean=0.523 LLR=+1.32 [CONTINUE]
 972 games  +310 =397 -265   +16 Elo +/- 17   3fold=297 (31%)   10426s      mean=0.523 LLR=+1.32 [CONTINUE]
 973 games  +310 =398 -265   +16 Elo +/- 17   3fold=298 (31%)   10429s      mean=0.523 LLR=+1.32 [CONTINUE]
 974 games  +310 =399 -265   +16 Elo +/- 17   3fold=299 (31%)   10452s      mean=0.523 LLR=+1.32 [CONTINUE]
 975 games  +310 =400 -265   +16 Elo +/- 17   3fold=300 (31%)   10453s      mean=0.523 LLR=+1.32 [CONTINUE]
 976 games  +310 =401 -265   +16 Elo +/- 17   3fold=301 (31%)   10462s      mean=0.523 LLR=+1.32 [CONTINUE]
 977 games  +310 =401 -266   +16 Elo +/- 17   3fold=301 (31%)   10483s      mean=0.523 LLR=+1.28 [CONTINUE]
 978 games  +310 =401 -267   +15 Elo +/- 17   3fold=301 (31%)   10485s      mean=0.522 LLR=+1.24 [CONTINUE]
 979 games  +310 =402 -267   +15 Elo +/- 17   3fold=302 (31%)   10485s      mean=0.522 LLR=+1.24 [CONTINUE]
 980 games  +310 =402 -268   +15 Elo +/- 17   3fold=302 (31%)   10517s      mean=0.521 LLR=+1.20 [CONTINUE]
 981 games  +310 =403 -268   +15 Elo +/- 17   3fold=303 (31%)   10519s      mean=0.521 LLR=+1.20 [CONTINUE]
 982 games  +311 =403 -268   +15 Elo +/- 17   3fold=303 (31%)   10522s      mean=0.522 LLR=+1.24 [CONTINUE]
 983 games  +311 =404 -268   +15 Elo +/- 17   3fold=304 (31%)   10548s      mean=0.522 LLR=+1.24 [CONTINUE]
 984 games  +311 =404 -269   +15 Elo +/- 17   3fold=304 (31%)   10552s      mean=0.521 LLR=+1.20 [CONTINUE]
 985 games  +311 =405 -269   +15 Elo +/- 17   3fold=304 (31%)   10552s      mean=0.521 LLR=+1.20 [CONTINUE]
 986 games  +311 =406 -269   +15 Elo +/- 17   3fold=305 (31%)   10573s      mean=0.521 LLR=+1.20 [CONTINUE]
 987 games  +312 =406 -269   +15 Elo +/- 17   3fold=305 (31%)   10583s      mean=0.522 LLR=+1.24 [CONTINUE]
 988 games  +312 =407 -269   +15 Elo +/- 17   3fold=306 (31%)   10585s      mean=0.522 LLR=+1.24 [CONTINUE]
 989 games  +313 =407 -269   +15 Elo +/- 17   3fold=306 (31%)   10606s      mean=0.522 LLR=+1.28 [CONTINUE]
 990 games  +314 =407 -269   +16 Elo +/- 17   3fold=306 (31%)   10616s      mean=0.523 LLR=+1.32 [CONTINUE]
 991 games  +314 =408 -269   +16 Elo +/- 17   3fold=306 (31%)   10629s      mean=0.523 LLR=+1.32 [CONTINUE]
 992 games  +315 =408 -269   +16 Elo +/- 17   3fold=306 (31%)   10640s      mean=0.523 LLR=+1.36 [CONTINUE]
 993 games  +316 =408 -269   +16 Elo +/- 17   3fold=306 (31%)   10645s      mean=0.524 LLR=+1.40 [CONTINUE]
 994 games  +317 =408 -269   +17 Elo +/- 17   3fold=306 (31%)   10663s      mean=0.524 LLR=+1.43 [CONTINUE]
 995 games  +318 =408 -269   +17 Elo +/- 17   3fold=306 (31%)   10669s      mean=0.525 LLR=+1.47 [CONTINUE]
 996 games  +318 =409 -269   +17 Elo +/- 17   3fold=306 (31%)   10687s      mean=0.525 LLR=+1.47 [CONTINUE]
 997 games  +319 =409 -269   +17 Elo +/- 17   3fold=306 (31%)   10688s      mean=0.525 LLR=+1.51 [CONTINUE]
 998 games  +319 =410 -269   +17 Elo +/- 17   3fold=306 (31%)   10699s      mean=0.525 LLR=+1.51 [CONTINUE]
 999 games  +319 =411 -269   +17 Elo +/- 17   3fold=307 (31%)   10716s      mean=0.525 LLR=+1.51 [CONTINUE]
1000 games  +319 =412 -269   +17 Elo +/- 17   3fold=307 (31%)   10718s      mean=0.525 LLR=+1.51 [CONTINUE]
1001 games  +319 =413 -269   +17 Elo +/- 17   3fold=307 (31%)   10734s      mean=0.525 LLR=+1.51 [CONTINUE]
1002 games  +319 =414 -269   +17 Elo +/- 16   3fold=308 (31%)   10742s      mean=0.525 LLR=+1.52 [CONTINUE]
1003 games  +319 =415 -269   +17 Elo +/- 16   3fold=309 (31%)   10747s      mean=0.525 LLR=+1.52 [CONTINUE]
1004 games  +319 =416 -269   +17 Elo +/- 16   3fold=310 (31%)   10761s      mean=0.525 LLR=+1.52 [CONTINUE]
1005 games  +319 =416 -270   +17 Elo +/- 16   3fold=310 (31%)   10776s      mean=0.524 LLR=+1.48 [CONTINUE]
1006 games  +320 =416 -270   +17 Elo +/- 16   3fold=310 (31%)   10783s      mean=0.525 LLR=+1.51 [CONTINUE]
1007 games  +320 =417 -270   +17 Elo +/- 16   3fold=311 (31%)   10787s      mean=0.525 LLR=+1.52 [CONTINUE]
1008 games  +321 =417 -270   +18 Elo +/- 16   3fold=311 (31%)   10804s      mean=0.525 LLR=+1.55 [CONTINUE]
1009 games  +321 =417 -271   +17 Elo +/- 16   3fold=311 (31%)   10818s      mean=0.525 LLR=+1.51 [CONTINUE]
1010 games  +321 =418 -271   +17 Elo +/- 16   3fold=312 (31%)   10828s      mean=0.525 LLR=+1.51 [CONTINUE]
1011 games  +321 =418 -272   +17 Elo +/- 16   3fold=312 (31%)   10834s      mean=0.524 LLR=+1.47 [CONTINUE]
1012 games  +321 =419 -272   +17 Elo +/- 16   3fold=312 (31%)   10849s      mean=0.524 LLR=+1.47 [CONTINUE]
1013 games  +321 =420 -272   +17 Elo +/- 16   3fold=313 (31%)   10855s      mean=0.524 LLR=+1.47 [CONTINUE]
1014 games  +321 =420 -273   +16 Elo +/- 16   3fold=313 (31%)   10875s      mean=0.524 LLR=+1.43 [CONTINUE]
1015 games  +321 =421 -273   +16 Elo +/- 16   3fold=314 (31%)   10882s      mean=0.524 LLR=+1.43 [CONTINUE]
1016 games  +322 =421 -273   +17 Elo +/- 16   3fold=314 (31%)   10885s      mean=0.524 LLR=+1.47 [CONTINUE]
1017 games  +322 =422 -273   +17 Elo +/- 16   3fold=315 (31%)   10906s      mean=0.524 LLR=+1.47 [CONTINUE]
1018 games  +323 =422 -273   +17 Elo +/- 16   3fold=315 (31%)   10914s      mean=0.525 LLR=+1.51 [CONTINUE]
1019 games  +323 =422 -274   +17 Elo +/- 16   3fold=315 (31%)   10920s      mean=0.524 LLR=+1.47 [CONTINUE]
1020 games  +323 =423 -274   +17 Elo +/- 16   3fold=316 (31%)   10929s      mean=0.524 LLR=+1.47 [CONTINUE]
1021 games  +323 =423 -275   +16 Elo +/- 16   3fold=316 (31%)   10943s      mean=0.524 LLR=+1.43 [CONTINUE]
1022 games  +323 =423 -276   +16 Elo +/- 16   3fold=316 (31%)   10957s      mean=0.523 LLR=+1.39 [CONTINUE]
1023 games  +324 =423 -276   +16 Elo +/- 16   3fold=316 (31%)   10962s      mean=0.523 LLR=+1.43 [CONTINUE]
1024 games  +325 =423 -276   +17 Elo +/- 16   3fold=316 (31%)   10974s      mean=0.524 LLR=+1.47 [CONTINUE]
1025 games  +326 =423 -276   +17 Elo +/- 16   3fold=316 (31%)   10984s      mean=0.524 LLR=+1.50 [CONTINUE]
1026 games  +327 =423 -276   +17 Elo +/- 16   3fold=316 (31%)   10993s      mean=0.525 LLR=+1.54 [CONTINUE]
1027 games  +327 =424 -276   +17 Elo +/- 16   3fold=317 (31%)   11013s      mean=0.525 LLR=+1.54 [CONTINUE]
1028 games  +327 =425 -276   +17 Elo +/- 16   3fold=317 (31%)   11015s      mean=0.525 LLR=+1.54 [CONTINUE]
1029 games  +327 =425 -277   +17 Elo +/- 16   3fold=317 (31%)   11019s      mean=0.524 LLR=+1.50 [CONTINUE]
1030 games  +327 =425 -278   +17 Elo +/- 16   3fold=317 (31%)   11044s      mean=0.524 LLR=+1.46 [CONTINUE]
1031 games  +328 =425 -278   +17 Elo +/- 16   3fold=317 (31%)   11047s      mean=0.524 LLR=+1.50 [CONTINUE]
1032 games  +328 =425 -279   +17 Elo +/- 16   3fold=317 (31%)   11049s      mean=0.524 LLR=+1.46 [CONTINUE]
1033 games  +328 =426 -279   +16 Elo +/- 16   3fold=318 (31%)   11075s      mean=0.524 LLR=+1.46 [CONTINUE]
1034 games  +328 =426 -280   +16 Elo +/- 16   3fold=318 (31%)   11081s      mean=0.523 LLR=+1.42 [CONTINUE]
1035 games  +328 =427 -280   +16 Elo +/- 16   3fold=319 (31%)   11087s      mean=0.523 LLR=+1.42 [CONTINUE]
1036 games  +329 =427 -280   +16 Elo +/- 16   3fold=319 (31%)   11110s      mean=0.524 LLR=+1.46 [CONTINUE]
1037 games  +330 =427 -280   +17 Elo +/- 16   3fold=319 (31%)   11111s      mean=0.524 LLR=+1.50 [CONTINUE]
1038 games  +330 =427 -281   +16 Elo +/- 16   3fold=319 (31%)   11118s      mean=0.524 LLR=+1.45 [CONTINUE]
1039 games  +331 =427 -281   +17 Elo +/- 16   3fold=319 (31%)   11138s      mean=0.524 LLR=+1.49 [CONTINUE]
1040 games  +331 =427 -282   +16 Elo +/- 16   3fold=319 (31%)   11144s      mean=0.524 LLR=+1.45 [CONTINUE]
1041 games  +332 =427 -282   +17 Elo +/- 16   3fold=319 (31%)   11153s      mean=0.524 LLR=+1.49 [CONTINUE]
1042 games  +332 =428 -282   +17 Elo +/- 16   3fold=320 (31%)   11164s      mean=0.524 LLR=+1.49 [CONTINUE]
1043 games  +332 =428 -283   +16 Elo +/- 16   3fold=320 (31%)   11173s      mean=0.523 LLR=+1.45 [CONTINUE]
1044 games  +332 =429 -283   +16 Elo +/- 16   3fold=321 (31%)   11181s      mean=0.523 LLR=+1.45 [CONTINUE]
1045 games  +332 =429 -284   +16 Elo +/- 16   3fold=321 (31%)   11198s      mean=0.523 LLR=+1.41 [CONTINUE]
