gauntlet: agent@engine vs agent@checkpoints/clockcap | SPRT elo0=0.0 elo1=8.0 alpha=0.025 beta=0.025 max_games=1500 | 10000ms+100ms | 3 workers
   1 games  +0 =1 -0   -0 Elo +/- 0   3fold=1 (100%)   131s      mean=0.500 LLR=+0.00 [CONTINUE]
 837 games  +252 =366 -219   +14 Elo +/- 18   3fold=279 (33%)   8999s      mean=0.520 LLR=+0.96 [CONTINUE]
 838 games  +253 =366 -219   +14 Elo +/- 18   3fold=279 (33%)   9015s      mean=0.520 LLR=+1.00 [CONTINUE]
 839 games  +253 =367 -219   +14 Elo +/- 18   3fold=280 (33%)   9026s      mean=0.520 LLR=+1.00 [CONTINUE]
 840 games  +253 =368 -219   +14 Elo +/- 18   3fold=281 (33%)   9026s      mean=0.520 LLR=+1.00 [CONTINUE]
 841 games  +253 =369 -219   +14 Elo +/- 18   3fold=281 (33%)   9050s      mean=0.520 LLR=+1.00 [CONTINUE]
 842 games  +254 =369 -219   +14 Elo +/- 18   3fold=281 (33%)   9059s      mean=0.521 LLR=+1.04 [CONTINUE]
 843 games  +254 =370 -219   +14 Elo +/- 18   3fold=282 (33%)   9068s      mean=0.521 LLR=+1.04 [CONTINUE]
 844 games  +255 =370 -219   +15 Elo +/- 18   3fold=282 (33%)   9082s      mean=0.521 LLR=+1.08 [CONTINUE]
 845 games  +255 =371 -219   +15 Elo +/- 18   3fold=283 (33%)   9083s      mean=0.521 LLR=+1.08 [CONTINUE]
 846 games  +256 =371 -219   +15 Elo +/- 18   3fold=283 (33%)   9101s      mean=0.522 LLR=+1.12 [CONTINUE]
 847 games  +256 =372 -219   +15 Elo +/- 18   3fold=284 (34%)   9110s      mean=0.522 LLR=+1.12 [CONTINUE]
 848 games  +256 =372 -220   +15 Elo +/- 18   3fold=284 (33%)   9115s      mean=0.521 LLR=+1.08 [CONTINUE]
 849 games  +256 =373 -220   +15 Elo +/- 18   3fold=285 (34%)   9137s      mean=0.521 LLR=+1.08 [CONTINUE]
 850 games  +256 =374 -220   +15 Elo +/- 17   3fold=285 (34%)   9145s      mean=0.521 LLR=+1.08 [CONTINUE]
 851 games  +257 =374 -220   +15 Elo +/- 17   3fold=285 (33%)   9148s      mean=0.522 LLR=+1.12 [CONTINUE]
 852 games  +257 =374 -221   +15 Elo +/- 17   3fold=285 (33%)   9175s      mean=0.521 LLR=+1.08 [CONTINUE]
 853 games  +257 =374 -222   +14 Elo +/- 17   3fold=285 (33%)   9176s      mean=0.521 LLR=+1.04 [CONTINUE]
 854 games  +257 =375 -222   +14 Elo +/- 17   3fold=285 (33%)   9184s      mean=0.520 LLR=+1.04 [CONTINUE]
 855 games  +258 =375 -222   +15 Elo +/- 17   3fold=285 (33%)   9208s      mean=0.521 LLR=+1.08 [CONTINUE]
 856 games  +258 =376 -222   +15 Elo +/- 17   3fold=286 (33%)   9210s      mean=0.521 LLR=+1.08 [CONTINUE]
 857 games  +259 =376 -222   +15 Elo +/- 17   3fold=286 (33%)   9216s      mean=0.522 LLR=+1.12 [CONTINUE]
 858 games  +259 =377 -222   +15 Elo +/- 17   3fold=287 (33%)   9231s      mean=0.522 LLR=+1.12 [CONTINUE]
 859 games  +259 =378 -222   +15 Elo +/- 17   3fold=288 (34%)   9237s      mean=0.522 LLR=+1.12 [CONTINUE]
 860 games  +260 =378 -222   +15 Elo +/- 17   3fold=288 (33%)   9245s      mean=0.522 LLR=+1.16 [CONTINUE]
 861 games  +260 =379 -222   +15 Elo +/- 17   3fold=289 (34%)   9255s      mean=0.522 LLR=+1.16 [CONTINUE]
 862 games  +261 =379 -222   +16 Elo +/- 17   3fold=289 (34%)   9268s      mean=0.523 LLR=+1.20 [CONTINUE]
